"genus","Propionibacterium_acnes","Comamonas_jiangduensis","Eubacterium","Lactobacillus","Lachnoclostridium","Clostridioides","Sphingomonas","Veillonella","Anaerococcus","Cupriavidus","Prevotella","Acinetobacter_junii","Sphingobium","Brevundimonas","Acidovorax","Ochrobactrum","Variovorax","Paraburkholderia","Zoogloea","Mesorhizobium","Cellulosimicrobium","Comamonas_testosteroni","Cloacibacterium","Herbaspirillum","Bordetella","Pseudomonas","Tyzzerella","Comamonas_denitrificans","Bosea","Pseudoxanthomonas","Methylobacter","Flavobacterium","Aciditerrimonas","Romboutsia","Brevibacterium","Dietzia","Corynebacterium","Pedobacter","Rhizobium","Comamonas_nitrativorans","Lampropedia","Bacillus","Peredibacter","Klebsiella","Vulcaniibacterium","Staphylococcus","Novosphingobium","Ottowia","Stenotrophomonas","Streptococcus","Roseomonas","Thermacetogenium","Dongia","Conexibacter","Methylocapsa","Hymenobacter","Rhizobacter","Shigella","Gaiella","Microlunatus","Acidicapsa","Janthinobacterium","Paracoccus","Chthoniobacter","Actinoallomurus","Ideonella","Flavisolibacter","Nocardioides","Enterococcus","Blastomonas","Lysinibacillus","Agrococcus","Chryseobacterium","Alkanindiges","Rothia","Enhydrobacter","Neisseria","Marinomonas","Nitrosospira","Lachnoanaerobaculum","Cutibacterium","Gemmatimonas","Janibacter","Schlegelella","Microbacterium","Gemella","Anoxybacillus","Anaerosporobacter","Micrococcus","Tabrizicola","Hydrotalea","Acinetobacter_seohaensis","Sphingorhabdus","Aquabacterium","Flavonifractor","Ralstonia","Methylobacterium","Peptoniphilus","Ramlibacter","Dolosigranulum","Myxococcus","Niabella","Blautia","Kocuria","Granulicatella","Derxia","Sulfitobacter","Neomicrococcus","Candidatus_Koribacter","Sediminibacterium","Hyphomicrobium","Azonexus","Reyranella","Actinomyces","Flavihumibacter","Murdochiella","Acinetobacter_tjernbergiae","Anaerotruncus","Anabaena","Acinetobacter_baumannii","Comamonas_terrae","Dialister","Ornatilinea","Bergeyella","Actinobaculum","Delftia","Burkholderia","Solirubrobacter","Candidatus_Solibacter","Nitratireductor","Caulobacter","Massilia","Alloprevotella","Moraxella","Herbiconiux","Kytococcus","Ferrovibrio","Arthrobacter","Brachybacterium","Empedobacter","Singulisphaera","Vampirovibrio","Cylindrospermum","Jeotgalicoccus","Leptotrichia","Legionella","Meiothermus","Alistipes","Erysipelatoclostridium","Sphingobacterium","Thermomonas","Oscillibacter","Cellulomonas","Blastocatella","Paracraurococcus","Pigmentiphaga","Rhodococcus","Achromobacter","Granulibacter","Aquisphaera","Pelobacter","Rubellimicrobium","Sphaerobacter","Epilithonimonas","Bradyrhizobium","Methylibium","Jatrophihabitans","Noviherbaspirillum","Finegoldia","Ruminiclostridium","Virgibacillus","Armatimonas","Chroococcidiopsis","Altererythrobacter","Bacteroides","Micromonospora","Scopulibacillus","Spirosoma","Calothrix","Acinetobacter_guillouiae","Alteromonas","Aliihoeflea","Silanimonas","Ornithobacterium","Sporocytophaga","Rhodoplanes","Asticcacaulis","Proteiniphilum","Limnobacter","Pseudacidovorax","Exiguobacterium","Duganella","Devosia","Diaphorobacter","Papillibacter","Skermanella","Candidatus_Liberibacter","Rhodopseudomonas","Clostridium","Alicycliphilus","Eggerthella","Gemmiger","Actinoplanes","Pseudorhodoferax","Mycobacterium","Leuconostoc","Candidatus_Aquiluna","Novispirillum","Ilumatobacter","Asanoa","Acinetobacter_haemolyticus","Crinalium","Ruminococcus","Facklamia","Christensenella","Mucilaginibacter","Phenylobacterium","Frondihabitans","Marmoricola","Anaerobacterium","Desulfonispora","Paenibacillus","Nitrolancea","Gemmata","Haematobacter","Snodgrassella","Planctopirus","Methyloversatilis","Parabacteroides"
"2016P3_lbc69",0.,80.12293440103802,0.,0.,0.,0.,0.,0.,0.,0.2049179907954937,0.,7.377047668637774,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,3.8934418251143796,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,2.4590158895459244,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,4.508195797500861,0.,0.,0.,0.,0.,0.,0.,0.,0.2049179907954937,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.8196719631819748,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.4098359815909874,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
"2016P3_lbc6",69.5721022526068,0.,0.,0.9508715569832362,0.,0.,0.,0.,0.,0.,5.546750749068878,0.,0.,0.,0.,0.,0.,0.,0.3169571856610788,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.1584785928305394,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.0792392964152697,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,23.137874553258754,0.,0.,0.,0.23771788924580906,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
"2016P3_lbc70",0.17271154184602042,0.,1.208980792922143,0.,0.17271154184602042,0.,0.,0.,0.,0.,0.,22.797923523674697,1.0362692510761224,0.,11.571673303683367,0.,0.,0.,0.,0.,0.,1.5544038766141837,0.6908461673840817,0.,0.,0.34542308369204083,0.,0.,0.8635577092301021,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.0362692510761224,1.0362692510761224,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,8.635577092301022,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.208980792922143,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,13.298788722143573,0.,0.,0.,0.,0.,0.,31.778923699667754,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.17271154184602042,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.5544038766141837,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.8635577092301021,0.,0.,0.,0.,0.,0.,0.,0.,0.
"2016P3_lbc73",77.6092705076476,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,2.1409453933144165,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,7.671720992709992,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.26761817416430206,0.,2.051739335259649,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.6057090449858122,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.3380908708215102,0.,0.,0.,7.1364846443813885,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.1784121161095347,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
"2016P3_lbc78",27.41934009712898,0.,0.,24.19353537981969,0.,0.,0.,0.,4.301072956412389,0.,2.1505364782061944,2.6881705977577433,6.989243554170132,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.0752682391030972,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,11.290316510582521,0.,0.,0.,0.,0.,1.0752682391030972,0.,0.,0.,0.5376341195515486,0.,4.838707075963938,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.0752682391030972,0.,0.,0.,0.,6.451609434618584,0.,0.,0.,0.,0.,0.,5.913975315067034,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
"2016P3_lbc80",50.37291736242586,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,27.997703499844896,0.,0.11474468647477416,0.2868617161869354,0.,0.,0.,0.,0.,0.,0.11474468647477416,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.688468118848645,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.17211702971216125,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,2.065404356545935,0.,0.,0.,0.,0.745840462086032,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,16.006883763230995,0.,0.,0.,0.,0.,0.,0.,0.,0.05737234323738708,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.05737234323738708,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.0900745215103547,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.17211702971216125,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.05737234323738708,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
"2016P3_lbc81",0.,29.399584703950943,0.,0.08281573156042518,0.12422359734063779,0.,0.,0.,0.08281573156042518,0.,0.,55.32090868236402,0.,0.,0.08281573156042518,0.,0.,0.,0.,0.,0.,0.,3.3540371281972203,0.,0.,6.459627061713165,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.207039328901063,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.04140786578021259,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.8695651813844645,0.,0.,0.12422359734063779,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,2.0289854232304174,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.16563146312085036,0.04140786578021259,0.,0.,0.,0.,1.6149067654282911,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
"2016P3_lbc85",0.,48.86363239743243,0.,0.9740258949654305,0.,0.,0.08116882458045255,0.,0.,0.1623376491609051,0.,22.321426759624448,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,2.5974023865744815,0.,0.,21.590907338400378,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.48701294748271523,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.9740258949654305,0.,0.,0.08116882458045255,0.,0.,0.,0.,0.,0.40584412290226274,0.,0.,0.,0.,0.,0.,0.,0.1623376491609051,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.24350647374135762,0.,0.,1.055194719545883,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
"2016P3_lbc86",68.52102191030912,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,3.527814989441657,0.,0.,0.1356851919016022,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.1356851919016022,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.9497963433112153,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,7.191315170784916,8.005426322194529,0.,0.,0.,0.,0.,1.7639074947208284,0.,0.,0.,0.,0.,0.,6.241518827473701,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.2211667271144198,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,2.035277878524033,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.2713703838032044
"2016P4_lbc16",0.5812959380869219,47.73465468054959,0.,0.20516327226597245,0.,0.,0.6154898167979173,0.,0.,1.1967857548848393,0.,29.98803162954297,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.555821481350291,0.,0.,16.054026054812343,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.18806633291047473,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.017096939355497703,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.8122755716827563,0.,0.,0.,0.034193878710995405,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.017096939355497703,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
"2016P4_lbc27",73.14539516725554,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,16.543025479004044,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.14836794151573135,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,10.163203993827597,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
"2016P4_lbc37",29.920930922974158,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,35.372449630776124,0.,0.,0.,0.,0.,0.,0.,0.,0.,2.7881813238376476,0.0416146466244425,0.,0.,0.2080732331222125,0.,0.,0.,3.49563031645317,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.1248439398733275,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,5.32667476792864,0.,0.,0.,0.,0.,0.,22.26383594407674,0.,0.,0.,0.,0.,0.,0.,0.,0.0416146466244425,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.0416146466244425,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.3745318196199825,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
"2016P4_lbc38",8.803609750878161,0.,0.,0.,0.,0.,0.4514671667117005,0.,0.,0.,0.,40.4063114206972,0.,0.,0.4514671667117005,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.1286679167792513,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,9.25507691758986,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.22573358335585025,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,5.417606000540406,0.4514671667117005,0.,0.,0.,0.,0.,0.,20.993223252094076,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.5801350834909518,10.835212001080812,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
"2016P4_lbc47",83.39425151988242,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,6.214098892214158,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.052219318421967705,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.7832897763295157,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.20887727368787082,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.5143602342370635,0.,0.,6.3185375290580925,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.5143602342370635,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
"2016P4_lbc50",34.99999722222245,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.07936507306626404,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,7.142856575963765,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.3174602922650562,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,9.682538914084212,0.,0.,0.,0.,0.,0.,0.,0.,0.,47.69840891282469,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.07936507306626404,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
